Timestamp,Data
2025-09-05T16:08:41.522Z,484
2025-09-05T16:08:51.510Z,482
2025-09-05T16:09:01.500Z,479
2025-09-05T16:09:11.491Z,479
2025-09-05T16:09:21.484Z,478
2025-09-05T16:09:31.472Z,484
2025-09-05T16:09:41.468Z,482
2025-09-05T16:09:51.458Z,480
2025-09-05T16:10:01.552Z,479
2025-09-05T16:10:11.513Z,480
2025-09-05T16:10:21.455Z,480
2025-09-05T16:10:31.426Z,484
2025-09-05T16:10:41.687Z,478
2025-09-05T16:10:51.403Z,484
2025-09-05T16:11:01.394Z,480
2025-09-05T16:11:11.390Z,478
2025-09-05T16:11:21.380Z,480
2025-09-05T16:11:31.434Z,482
2025-09-05T16:11:41.370Z,479
2025-09-05T16:11:51.373Z,479
2025-09-05T16:12:01.345Z,478
2025-09-05T16:12:11.337Z,481
2025-09-05T16:12:21.324Z,484
2025-09-05T16:12:31.315Z,485
2025-09-05T16:12:41.312Z,480
2025-09-05T16:12:51.301Z,486
2025-09-05T16:13:01.362Z,483
2025-09-05T16:13:11.282Z,481
2025-09-05T16:13:21.274Z,480
2025-09-05T16:13:31.264Z,483
2025-09-05T16:13:41.255Z,481
2025-09-05T16:13:51.297Z,483
2025-09-05T16:14:01.255Z,481
2025-09-05T16:14:11.233Z,481
2025-09-05T16:14:21.222Z,479
2025-09-05T16:14:31.213Z,482
2025-09-05T16:14:41.204Z,482
2025-09-05T16:14:51.195Z,481
2025-09-05T16:15:01.187Z,479
2025-09-05T16:15:11.176Z,481
2025-09-05T16:15:21.167Z,482
2025-09-05T16:15:31.168Z,481
2025-09-05T16:15:41.154Z,479
2025-09-05T16:15:51.147Z,482
2025-09-05T16:16:01.201Z,483
2025-09-05T16:16:11.129Z,482
2025-09-05T16:16:21.118Z,480
2025-09-05T16:16:31.108Z,481
2025-09-05T16:16:41.098Z,483
2025-09-05T16:16:51.100Z,481
2025-09-05T16:17:01.084Z,478
2025-09-05T16:17:11.075Z,481
2025-09-05T16:17:21.066Z,483
2025-09-05T16:17:31.059Z,479
2025-09-05T16:17:41.048Z,480
2025-09-05T16:17:51.038Z,476
2025-09-05T16:18:01.029Z,483
2025-09-05T16:18:11.020Z,481
2025-09-05T16:18:21.010Z,479
2025-09-05T16:18:31.006Z,480
2025-09-05T16:18:40.996Z,478
2025-09-05T16:18:50.994Z,483
2025-09-05T16:19:00.979Z,482
2025-09-05T16:19:10.974Z,481
2025-09-05T16:19:20.960Z,483
2025-09-05T16:19:30.951Z,480
2025-09-05T16:19:40.941Z,478
2025-09-05T16:19:50.955Z,482
2025-09-05T16:20:00.929Z,488
2025-09-05T16:20:10.951Z,484
2025-09-05T16:20:20.908Z,487
2025-09-05T16:20:30.901Z,479
2025-09-05T16:20:40.950Z,479
2025-09-05T16:20:50.896Z,481
2025-09-05T16:21:00.872Z,479
2025-09-05T16:21:10.863Z,479
2025-09-05T16:21:20.854Z,480
2025-09-05T16:21:30.848Z,479
2025-09-05T16:21:40.840Z,482
2025-09-05T16:21:50.830Z,481
2025-09-05T16:22:00.822Z,485
2025-09-05T16:22:10.812Z,477
2025-09-05T16:22:20.803Z,484
2025-09-05T16:22:30.794Z,483
2025-09-05T16:22:40.784Z,482
2025-09-05T16:22:50.776Z,482
2025-09-05T16:23:00.767Z,480
2025-09-05T16:23:10.761Z,485
2025-09-05T16:23:20.765Z,483
2025-09-05T16:23:30.743Z,481
2025-09-05T16:23:40.735Z,483
2025-09-05T16:23:50.746Z,482
2025-09-05T16:24:00.716Z,484
2025-09-05T16:24:10.706Z,482
2025-09-05T16:24:20.697Z,484
2025-09-05T16:24:30.688Z,481
2025-09-05T16:24:40.716Z,479
2025-09-05T16:24:50.674Z,481
2025-09-05T16:25:00.664Z,480
2025-09-05T16:25:10.655Z,483
2025-09-05T16:25:20.646Z,479
2025-09-05T16:25:30.637Z,483
2025-09-05T16:25:40.629Z,485
2025-09-05T16:25:50.619Z,482
2025-09-05T16:26:01.019Z,481
2025-09-05T16:26:10.605Z,480
2025-09-05T16:26:20.953Z,480
2025-09-05T16:26:30.632Z,481
2025-09-05T16:26:40.577Z,484
2025-09-05T16:26:50.568Z,483
2025-09-05T16:27:00.601Z,481
2025-09-05T16:27:10.549Z,482
2025-09-05T16:27:20.544Z,481
2025-09-05T16:27:30.648Z,481
2025-09-05T16:27:40.522Z,480
2025-09-05T16:27:50.518Z,482
2025-09-05T16:28:00.508Z,482
2025-09-05T16:28:10.499Z,480
2025-09-05T16:28:20.501Z,479
2025-09-05T16:28:30.480Z,482
2025-09-05T16:28:40.471Z,482
2025-09-05T16:28:50.462Z,482
2025-09-05T16:29:00.452Z,484
2025-09-05T16:29:10.444Z,484
2025-09-05T16:29:20.439Z,479
2025-09-05T16:29:30.430Z,484
2025-09-05T16:29:40.427Z,481
2025-09-05T16:29:50.411Z,483
2025-09-05T16:30:00.409Z,480
2025-09-05T16:30:10.393Z,482
2025-09-05T16:30:20.408Z,484
2025-09-05T16:30:30.374Z,484
2025-09-05T16:30:40.365Z,478
2025-09-05T16:30:50.357Z,480
2025-09-05T16:31:00.352Z,480
2025-09-05T16:31:10.341Z,481
2025-09-05T16:31:20.343Z,480
2025-09-05T16:31:30.334Z,481
2025-09-05T16:31:40.314Z,485
2025-09-05T16:31:50.314Z,481
2025-09-05T16:32:00.296Z,484
2025-09-05T16:32:10.287Z,480
2025-09-05T16:32:20.277Z,483
2025-09-05T16:32:30.272Z,483
2025-09-05T16:32:40.263Z,483
2025-09-05T16:32:50.254Z,483
2025-09-05T16:33:00.248Z,482
2025-09-05T16:33:10.235Z,482
2025-09-05T16:33:20.226Z,481
2025-09-05T16:33:30.217Z,483
2025-09-05T16:33:40.208Z,481
2025-09-05T16:33:50.199Z,478
2025-09-05T16:34:00.193Z,484
2025-09-05T16:34:10.190Z,478
2025-09-05T16:34:20.176Z,480
2025-09-05T16:34:30.166Z,481
2025-09-05T16:34:40.156Z,479
2025-09-05T16:34:50.147Z,479
2025-09-05T16:35:00.138Z,480
2025-09-05T16:35:10.130Z,487
2025-09-05T16:35:20.121Z,481
2025-09-05T16:35:30.115Z,481
2025-09-05T16:35:40.122Z,476
2025-09-05T16:35:50.109Z,479
2025-09-05T16:36:00.087Z,481
2025-09-05T16:36:10.078Z,478
2025-09-05T16:36:20.141Z,481
2025-09-05T16:36:30.059Z,482
2025-09-05T16:36:40.051Z,479
2025-09-05T16:36:50.042Z,482
2025-09-05T16:37:00.036Z,481
2025-09-05T16:37:10.033Z,483
2025-09-05T16:37:20.018Z,478
2025-09-05T16:37:30.065Z,480
2025-09-05T16:37:40.000Z,481
2025-09-05T16:37:50.003Z,480
2025-09-05T16:37:59.981Z,480
2025-09-05T16:38:09.972Z,482
2025-09-05T16:38:20.037Z,480
2025-09-05T16:38:29.958Z,478
2025-09-05T16:38:39.949Z,482
2025-09-05T16:38:49.940Z,484
2025-09-05T16:38:59.931Z,479
2025-09-05T16:39:09.922Z,480
2025-09-05T16:39:19.914Z,480
2025-09-05T16:39:29.903Z,479
2025-09-05T16:39:39.895Z,484
2025-09-05T16:39:49.885Z,483
2025-09-05T16:39:59.891Z,481
2025-09-05T16:40:09.871Z,481
2025-09-05T16:40:19.862Z,481
2025-09-05T16:40:29.853Z,481
2025-09-05T16:40:39.847Z,482
2025-09-05T16:40:49.834Z,482
2025-09-05T16:40:59.834Z,479
2025-09-05T16:41:09.815Z,484
2025-09-05T16:41:19.807Z,483
2025-09-05T16:41:29.801Z,484
2025-09-05T16:41:39.792Z,481
2025-09-05T16:41:49.782Z,483
2025-09-05T16:41:59.773Z,483
2025-09-05T16:42:09.764Z,486
2025-09-05T16:42:19.767Z,481
2025-09-05T16:42:29.748Z,478
2025-09-05T16:42:39.737Z,478
2025-09-05T16:42:49.727Z,482
2025-09-05T16:42:59.722Z,482
2025-09-05T16:43:09.713Z,480
2025-09-05T16:43:19.704Z,482
2025-09-05T16:43:29.696Z,480
2025-09-05T16:43:39.686Z,483
2025-09-05T16:43:49.686Z,481
2025-09-05T16:43:59.675Z,480
2025-09-05T16:44:09.658Z,477
2025-09-05T16:44:19.649Z,484
2025-09-05T16:44:29.644Z,484
2025-09-05T16:44:39.838Z,483
2025-09-05T16:44:49.633Z,480
2025-09-05T16:44:59.624Z,484
2025-09-05T16:45:09.608Z,483
2025-09-05T16:45:19.599Z,479
2025-09-05T16:45:29.590Z,482
2025-09-05T16:45:39.579Z,480
2025-09-05T16:45:49.570Z,480
2025-09-05T16:45:59.565Z,483
2025-09-05T16:46:09.570Z,479
2025-09-05T16:46:19.576Z,480
2025-09-05T16:46:29.538Z,483
2025-09-05T16:46:39.529Z,479
2025-09-05T16:46:49.519Z,483
2025-09-05T16:46:59.510Z,484
2025-09-05T16:47:09.501Z,483
2025-09-05T16:47:19.492Z,481
2025-09-05T16:47:29.487Z,480
2025-09-05T16:47:39.477Z,483
2025-09-05T16:47:49.469Z,484
2025-09-05T16:47:59.461Z,477
2025-09-05T16:48:09.451Z,483
2025-09-05T16:48:19.442Z,482
2025-09-05T16:48:29.432Z,481
2025-09-05T16:48:39.452Z,480
2025-09-05T16:48:49.414Z,482
2025-09-05T16:48:59.426Z,480
2025-09-05T16:49:09.399Z,481
2025-09-05T16:49:19.390Z,484
2025-09-05T16:49:29.381Z,481
2025-09-05T16:49:39.381Z,474
2025-09-05T16:49:49.363Z,478
2025-09-05T16:49:59.355Z,481
2025-09-05T16:50:09.347Z,481
2025-09-05T16:50:19.340Z,482
2025-09-05T16:50:29.381Z,479
2025-09-05T16:50:39.327Z,480
2025-09-05T16:50:49.313Z,481
2025-09-05T16:50:59.303Z,483
2025-09-05T16:51:09.294Z,482
2025-09-05T16:51:19.285Z,480
2025-09-05T16:51:29.275Z,481
2025-09-05T16:51:39.266Z,479
2025-09-05T16:51:49.261Z,480
2025-09-05T16:51:59.256Z,482
2025-09-05T16:52:09.243Z,484
2025-09-05T16:52:19.267Z,481
2025-09-05T16:52:29.228Z,482
2025-09-05T16:52:39.216Z,481
2025-09-05T16:52:49.207Z,481
2025-09-05T16:52:59.212Z,481
2025-09-05T16:53:09.189Z,482
2025-09-05T16:53:19.308Z,481
2025-09-05T16:53:29.174Z,476
2025-09-05T16:53:39.165Z,483
2025-09-05T16:53:49.155Z,480
2025-09-05T16:53:59.146Z,483
2025-09-05T16:54:09.140Z,477
2025-09-05T16:54:19.145Z,482
2025-09-05T16:54:29.119Z,482
2025-09-05T16:54:39.110Z,478
